"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title"
"3078","A_23_P204472",0.0223,0.00186,3.343886,-1.4409435,2.326467,"RPLP0","ribosomal protein lateral stalk subunit P0"
"3079","A_23_P204406",0.0223,0.00186,3.343775,-1.4412258,1.3791408,"KDM5A","lysine demethylase 5A"
"3080","A_23_P97652",0.0223,0.00186,3.343574,-1.4417363,1.4555473,"GPR153","G protein-coupled receptor 153"
"3081","A_24_P529168",0.0223,0.00186,-3.343556,-1.4417834,-1.1926055,"MIR17HG","miR-17-92a-1 cluster host gene"
"3082","A_24_P230248",0.0223,0.00186,3.343458,-1.442031,2.1279576,"",""
"3083","A_23_P91590",0.0223,0.00186,3.343331,-1.4423539,1.6335026,"RANBP1","RAN binding protein 1"
"3084","A_32_P16451",0.0223,0.00186,-3.343081,-1.4429886,-1.351244,"",""
"3085","A_24_P927206",0.0223,0.00186,-3.342713,-1.4439231,-2.1360278,"",""
"3086","A_32_P103955",0.0223,0.00187,-3.34141,-1.4472301,-2.0022415,"LINC01615","long intergenic non-protein coding RNA 1615"
"3087","A_32_P10231",0.0224,0.00187,-3.341161,-1.4478606,-2.0567497,"",""
"3088","A_24_P253780",0.0224,0.00187,-3.341087,-1.4480491,-1.8848549,"DBF4B","DBF4 zinc finger B"
"3089","A_24_P910818",0.0224,0.00187,-3.34059,-1.4493108,-2.4063442,"LOC100506472","uncharacterized LOC100506472"
"3090","A_24_P6889",0.0224,0.00187,-3.340486,-1.4495749,-1.5041347,"PIAS3","protein inhibitor of activated STAT 3"
"3091","A_32_P13442",0.0224,0.00188,-3.339852,-1.4511821,-1.6391678,"",""
"3092","A_24_P936172",0.0224,0.00188,-3.339819,-1.4512663,-2.2965081,"",""
"3093","A_32_P28685",0.0224,0.00188,3.339729,-1.4514943,1.2098482,"SNRPA1","small nuclear ribonucleoprotein polypeptide A'"
"3094","A_32_P143803",0.0224,0.00188,-3.339398,-1.4523334,-1.9856945,"",""
"3095","A_24_P943588",0.0224,0.00188,-3.33927,-1.4526592,-1.7255846,"TXNRD2","thioredoxin reductase 2"
"3096","A_23_P107454",0.0224,0.00188,-3.339029,-1.4532694,-2.1811533,"KRTAP3-1","keratin associated protein 3-1"
"3097","A_24_P110441",0.0225,0.00189,-3.338193,-1.4553904,-1.5141446,"SPDYE3","speedy/RINGO cell cycle regulator family member E3"
"3098","A_32_P185741",0.0225,0.00189,-3.338079,-1.4556801,-3.121203,"",""
"3099","A_32_P189790",0.0225,0.00189,-3.338045,-1.4557651,-1.9656964,"DKFZp779M0652","uncharacterized DKFZp779M0652"
"3100","A_24_P38143",0.0225,0.00189,-3.337635,-1.4568054,-1.0973085,"AHI1","Abelson helper integration site 1"
"3101","A_24_P913701",0.0225,0.00189,-3.337313,-1.4576228,-2.5118419,"",""
"3102","A_23_P36484",0.0225,0.00189,-3.337154,-1.4580251,-2.0010142,"RDH16","retinol dehydrogenase 16 (all-trans)"
"3103","A_32_P96579",0.0225,0.00189,-3.33712,-1.4581132,-2.0035082,"",""
"3104","A_23_P208158",0.0225,0.00189,-3.336745,-1.4590629,-1.5907154,"DTNA","dystrobrevin alpha"
"3105","A_23_P324718",0.0225,0.00189,-3.336608,-1.4594117,-1.7027306,"SYNJ1","synaptojanin 1"
"3106","A_24_P751008",0.0225,0.0019,-3.336025,-1.4608888,-2.4621072,"",""
"3107","A_24_P731648",0.0226,0.0019,-3.335521,-1.4621669,-1.4971471,"SLC16A6","solute carrier family 16 member 6"
"3108","A_23_P157895",0.0226,0.0019,-3.335234,-1.4628937,-2.6393318,"DMRT3","doublesex and mab-3 related transcription factor 3"
"3109","A_23_P387057",0.0226,0.0019,3.334912,-1.463711,1.484527,"TUBB","tubulin beta class I"
"3110","A_23_P252125",0.0226,0.0019,3.334654,-1.4643639,1.0958396,"",""
"3111","A_24_P272403",0.0226,0.00191,3.334479,-1.4648087,1.3347411,"",""
"3112","A_23_P6099",0.0226,0.00191,3.334073,-1.4658381,1.6395412,"PLCB1","phospholipase C beta 1"
"3113","A_24_P234572",0.0226,0.00191,3.33387,-1.466351,1.2172301,"RAB7A","RAB7A, member RAS oncogene family"
"3114","A_24_P243044",0.0226,0.00191,-3.33385,-1.4664026,-1.2313898,"",""
"3115","A_24_P72394",0.0226,0.00191,-3.333581,-1.4670839,-1.5450755,"RBAK","RB associated KRAB zinc finger"
"3116","A_24_P212605",0.0226,0.00191,3.333156,-1.4681628,1.6654262,"",""
"3117","A_23_P310086",0.0226,0.00191,-3.333064,-1.4683946,-1.1008101,"BEND6","BEN domain containing 6"
"3118","A_23_P500206",0.0226,0.00191,-3.333058,-1.4684096,-1.9895079,"IL17RE","interleukin 17 receptor E"
"3119","A_24_P912439",0.0226,0.00191,-3.332814,-1.4690293,-1.7327126,"AKNA","AT-hook transcription factor"
"3120","A_24_P161293",0.0227,0.00192,3.332208,-1.4705631,1.6754438,"NBPF19","neuroblastoma breakpoint family member 19"
"3121","A_24_P210343",0.0227,0.00192,3.331398,-1.4726172,1.1549559,"M6PR","mannose-6-phosphate receptor, cation dependent"
"3122","A_23_P127964",0.0227,0.00192,3.330743,-1.4742769,1.6475877,"PRCP","prolylcarboxypeptidase"
"3123","A_23_P336083",0.0228,0.00193,-3.329843,-1.4765557,-1.4777938,"RUFY3","RUN and FYVE domain containing 3"
"3124","A_24_P787914",0.0228,0.00193,-3.329715,-1.4768809,-1.6410752,"NR3C1","nuclear receptor subfamily 3 group C member 1"
"3125","A_24_P936145",0.0228,0.00193,-3.329362,-1.4777752,-1.4094759,"GNAO1","G protein subunit alpha o1"
"3126","A_32_P96727",0.0228,0.00193,-3.329199,-1.4781858,-1.7863358,"",""
"3127","A_24_P137434",0.0228,0.00193,3.329093,-1.4784557,1.276613,"DCBLD2","discoidin, CUB and LCCL domain containing 2"
"3128","A_23_P98304",0.0228,0.00194,3.328574,-1.4797696,1.2137121,"ANO1","anoctamin 1"
"3129","A_23_P5051",0.0228,0.00194,3.32849,-1.4799838,1.6475927,"GNA11","G protein subunit alpha 11"
"3130","A_23_P386241",0.0228,0.00194,3.328227,-1.4806477,1.306437,"FAM110A","family with sequence similarity 110 member A"
"3131","A_23_P88865",0.0228,0.00194,3.32817,-1.4807943,1.7242305,"CMTM3","CKLF like MARVEL transmembrane domain containing 3"
"3132","A_23_P67188",0.0228,0.00194,3.328142,-1.4808638,1.0157147,"BCKDHA","branched chain keto acid dehydrogenase E1, alpha polypeptide"
"3133","A_24_P188164",0.0229,0.00194,-3.327372,-1.482814,-1.9761467,"ZBED9","zinc finger BED-type containing 9"
"3134","A_32_P187458",0.0229,0.00195,3.326527,-1.4849524,1.4602475,"",""
"3135","A_23_P124522",0.0229,0.00195,3.326476,-1.4850818,1.2193935,"DCAKD","dephospho-CoA kinase domain containing"
"3136","A_24_P8165",0.0229,0.00195,-3.326457,-1.4851292,-2.572642,"SLC15A1","solute carrier family 15 member 1"
"3137","A_24_P740962",0.0229,0.00195,-3.32632,-1.485478,-2.2924982,"",""
"3138","A_32_P118010",0.0229,0.00195,-3.325759,-1.4868985,-2.3114404,"",""
"3139","A_23_P304524",0.0229,0.00195,-3.32574,-1.4869453,-1.2774817,"DCLK2","doublecortin like kinase 2"
"3140","A_24_P183963",0.023,0.00196,-3.324916,-1.4890306,-2.2702204,"",""
"3141","A_24_P48162",0.023,0.00196,3.324676,-1.4896377,1.3260104,"MPG","N-methylpurine DNA glycosylase"
"3142","A_23_P348298",0.023,0.00196,3.324415,-1.4902998,1.1572033,"SAC3D1","SAC3 domain containing 1"
"3143","A_24_P332711",0.023,0.00196,-3.324147,-1.4909787,-1.4495547,"",""
"3144","A_23_P211835",0.023,0.00196,-3.3241,-1.4910962,-2.0682027,"AGTR1","angiotensin II receptor type 1"
"3145","A_23_P38254",0.023,0.00196,3.323868,-1.4916824,1.7519936,"ELAC2","elaC ribonuclease Z 2"
"3146","A_23_P431418",0.023,0.00196,-3.323644,-1.4922514,-1.5849306,"U2AF2","U2 small nuclear RNA auxiliary factor 2"
"3147","A_24_P118962",0.023,0.00197,-3.323025,-1.4938165,-1.6418815,"SLC9B1","solute carrier family 9 member B1"
"3148","A_24_P307014",0.023,0.00197,3.32302,-1.4938293,1.8126342,"BRD2","bromodomain containing 2"
"3149","A_24_P402510",0.0231,0.00197,3.322768,-1.4944674,1.2461711,"SAMD11","sterile alpha motif domain containing 11"
"3150","A_23_P50535",0.0231,0.00197,-3.322583,-1.494935,-1.1985707,"DMPK","dystrophia myotonica protein kinase"
"3151","A_23_P344973",0.0231,0.00197,3.322437,-1.4953056,2.1509769,"MYL6","myosin light chain 6"
"3152","A_32_P154830",0.0231,0.00197,-3.322125,-1.4960944,-1.0833288,"OSTM1","osteopetrosis associated transmembrane protein 1"
"3153","A_24_P709377",0.0231,0.00197,-3.322124,-1.4960957,-1.8305684,"PAX8-AS1","PAX8 antisense RNA 1"
"3154","A_23_P122852",0.0231,0.00197,3.3218,-1.4969154,1.5009476,"SMARCD3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3"
"3155","A_23_P63232",0.0231,0.00197,3.321494,-1.4976897,1.4462054,"CREB3L4","cAMP responsive element binding protein 3 like 4"
"3156","A_23_P326142",0.0231,0.00198,-3.321482,-1.4977208,-1.7961288,"SND1-IT1","SND1 intronic transcript 1"
"3157","A_32_P90468",0.0231,0.00198,-3.321423,-1.4978693,-2.1652469,"",""
"3158","A_24_P341408",0.0231,0.00198,3.320828,-1.4993746,1.8390786,"",""
"3159","A_24_P122940",0.0231,0.00198,-3.320748,-1.4995759,-1.4581803,"",""
"3160","A_32_P169831",0.0231,0.00198,-3.320511,-1.5001765,-1.1830881,"",""
"3161","A_24_P601576",0.0231,0.00198,-3.320371,-1.5005317,-1.4210083,"PKD1P6-NPIPP1","PKD1P6-NPIPP1 readthrough"
"3162","A_32_P123349",0.0231,0.00198,-3.319847,-1.5018554,-1.7815543,"",""
"3163","A_24_P204144",0.0231,0.00199,3.319592,-1.5025002,2.457945,"",""
"3164","A_24_P204374",0.0232,0.00199,-3.319421,-1.5029334,-1.5275569,"",""
"3165","A_32_P66881",0.0232,0.00199,-3.319212,-1.5034618,-1.0174712,"TLR4","toll like receptor 4"
"3166","A_32_P12372",0.0232,0.00199,-3.31919,-1.5035177,-1.4598464,"",""
"3167","A_23_P75402",0.0232,0.00199,3.318622,-1.5049526,1.3035616,"NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3"
"3168","A_32_P221641",0.0232,0.002,-3.317613,-1.5075039,-1.8437877,"",""
"3169","A_23_P401675",0.0232,0.002,3.317454,-1.5079069,1.1792273,"",""
"3170","A_24_P315457",0.0233,0.002,3.316985,-1.5090934,1.2845597,"",""
"3171","A_24_P239811",0.0233,0.002,-3.316839,-1.5094601,-1.0812218,"UBXN11","UBX domain protein 11"
"3172","A_24_P91165",0.0233,0.002,-3.316704,-1.5098023,-1.9220728,"CACNB1","calcium voltage-gated channel auxiliary subunit beta 1"
"3173","A_23_P334709",0.0233,0.002,3.316461,-1.510418,1.1826634,"FKBP9","FK506 binding protein 9"
"3174","A_23_P28434",0.0233,0.002,3.316103,-1.5113206,1.6975937,"VAMP8","vesicle associated membrane protein 8"
"3175","A_23_P68240",0.0233,0.00201,3.315716,-1.5122988,1.1907771,"GPAT2","glycerol-3-phosphate acyltransferase 2, mitochondrial"
"3176","A_24_P75190",0.0233,0.00201,3.315628,-1.5125221,2.0697673,"HBD","hemoglobin subunit delta"
"3177","A_24_P151834",0.0233,0.00201,-3.315146,-1.5137407,-1.2767912,"",""
"3178","A_24_P924062",0.0233,0.00201,-3.314786,-1.5146497,-2.5562869,"RAMP2-AS1","RAMP2 antisense RNA 1"
"3179","A_23_P330578",0.0233,0.00201,-3.31459,-1.5151456,-1.802321,"LRRC39","leucine rich repeat containing 39"
"3180","A_32_P319880",0.0234,0.00202,-3.314143,-1.5162752,-1.3315997,"UVSSA","UV stimulated scaffold protein A"
"3181","A_32_P132928",0.0234,0.00202,-3.314076,-1.5164439,-1.7024958,"",""
"3182","A_24_P641742",0.0234,0.00202,3.313752,-1.5172637,1.7739896,"",""
"3183","A_23_P139192",0.0234,0.00202,-3.313667,-1.5174777,-2.1346997,"GNG3","G protein subunit gamma 3"
"3184","A_24_P389517",0.0234,0.00202,3.313637,-1.5175527,1.8451044,"HNRNPK","heterogeneous nuclear ribonucleoprotein K"
"3185","A_32_P193166",0.0234,0.00202,-3.313565,-1.5177347,-1.1241852,"",""
"3186","A_24_P419017",0.0234,0.00202,-3.313402,-1.5181468,-2.2084448,"",""
"3187","A_32_P86245",0.0234,0.00202,-3.312963,-1.5192559,-1.3166642,"EFHC1","EF-hand domain containing 1"
"3188","A_24_P928574",0.0234,0.00202,-3.312909,-1.5193911,-1.2870237,"MARCH7","membrane associated ring-CH-type finger 7"
"3189","A_24_P287198",0.0234,0.00202,3.31286,-1.5195172,1.7984571,"EEF1G","eukaryotic translation elongation factor 1 gamma"
"3190","A_23_P32805",0.0234,0.00202,-3.31278,-1.5197188,-1.7647398,"GRID1","glutamate ionotropic receptor delta type subunit 1"
"3191","A_23_P78742",0.0234,0.00202,-3.312676,-1.5199813,-1.3887864,"FLT3LG","fms related tyrosine kinase 3 ligand"
"3192","A_23_P208516",0.0234,0.00202,3.312574,-1.5202391,1.0627963,"MBOAT7","membrane bound O-acyltransferase domain containing 7"
"3193","A_23_P388027",0.0234,0.00203,-3.31229,-1.520957,-2.6256779,"CRY2","cryptochrome circadian clock 2"
"3194","A_23_P213527",0.0234,0.00203,-3.312235,-1.5210942,-1.7406675,"",""
"3195","A_32_P127658",0.0234,0.00203,-3.312061,-1.5215344,-2.0879116,"",""
"3196","A_23_P107974",0.0234,0.00203,-3.311908,-1.5219197,-1.6228029,"FUT2","fucosyltransferase 2"
"3197","A_32_P61168",0.0234,0.00203,-3.310884,-1.5245079,-2.621196,"",""
"3198","A_23_P358555",0.0234,0.00203,3.310694,-1.5249865,1.9057907,"NAA38","N(alpha)-acetyltransferase 38, NatC auxiliary subunit"
"3199","A_23_P93258",0.0234,0.00204,3.310625,-1.5251616,2.288526,"HIST1H3B","histone cluster 1, H3b"
"3200","A_32_P73071",0.0234,0.00204,-3.310506,-1.5254609,-1.5417117,"",""
"3201","A_24_P684328",0.0234,0.00204,-3.310373,-1.5257984,-1.0173115,"TBC1D3P2","TBC1 domain family member 3 pseudogene 2"
"3202","A_24_P298877",0.0234,0.00204,3.310314,-1.5259473,1.1846343,"C1orf174","chromosome 1 open reading frame 174"
"3203","A_23_P13222",0.0234,0.00204,3.310196,-1.5262433,1.4962594,"RCN1","reticulocalbin 1"
"3204","A_32_P92281",0.0234,0.00204,-3.310162,-1.5263308,-1.5014592,"PMS2P9","PMS1 homolog 2, mismatch repair system component pseudogene 9"
"3205","A_32_P139311",0.0234,0.00204,-3.309978,-1.5267937,-1.5443373,"",""
"3206","A_24_P166407",0.0234,0.00204,3.309957,-1.5268472,2.5500193,"HIST1H4B","histone cluster 1, H4b"
"3207","A_24_P650011",0.0234,0.00204,-3.309895,-1.527004,-1.8040502,"",""
"3208","A_24_P928357",0.0234,0.00204,-3.309716,-1.5274551,-2.8400681,"",""
"3209","A_24_P279760",0.0235,0.00204,3.309338,-1.52841,1.3398312,"",""
"3210","A_24_P367576",0.0235,0.00204,-3.309281,-1.5285549,-1.4573794,"",""
"3211","A_32_P139123",0.0235,0.00205,-3.308426,-1.5307136,-2.479134,"",""
"3212","A_24_P56130",0.0235,0.00205,3.308417,-1.5307363,2.1152565,"MYL6","myosin light chain 6"
"3213","A_23_P16806",0.0235,0.00205,-3.308183,-1.5313262,-1.1491227,"GCC2-AS1","GCC2 antisense RNA 1"
"3214","A_24_P161459",0.0235,0.00205,3.308162,-1.5313792,1.4843003,"",""
"3215","A_24_P333136",0.0235,0.00205,-3.307363,-1.5333953,-2.2038243,"SPDYE3","speedy/RINGO cell cycle regulator family member E3"
"3216","A_24_P59554",0.0235,0.00206,-3.30711,-1.5340337,-2.0506343,"ARHGEF28","Rho guanine nucleotide exchange factor 28"
"3217","A_23_P122233",0.0236,0.00206,3.30684,-1.5347171,1.276443,"MRPL22","mitochondrial ribosomal protein L22"
"3218","A_32_P232851",0.0236,0.00206,-3.306588,-1.535352,-2.1947034,"",""
"3219","A_24_P933432",0.0236,0.00206,-3.306192,-1.5363508,-2.1967636,"",""
"3220","A_23_P401",0.0236,0.00206,3.306078,-1.5366401,1.5263326,"CENPF","centromere protein F"
"3221","A_23_P50674",0.0236,0.00206,-3.306071,-1.5366572,-1.186344,"IZUMO4","IZUMO family member 4"
"3222","A_32_P137299",0.0236,0.00206,-3.305576,-1.5379063,-1.5313235,"",""
"3223","A_23_P322008",0.0236,0.00206,-3.305519,-1.5380483,-2.4421853,"TRHR","thyrotropin releasing hormone receptor"
"3224","A_24_P520767",0.0236,0.00207,-3.304763,-1.5399565,-1.2415815,"",""
"3225","A_23_P170581",0.0237,0.00207,-3.304553,-1.5404873,-1.0042095,"",""
"3226","A_32_P123527",0.0237,0.00207,-3.304191,-1.5414008,-1.5050896,"",""
"3227","A_32_P143216",0.0237,0.00207,-3.304069,-1.5417079,-1.5374099,"ZDHHC21","zinc finger DHHC-type containing 21"
"3228","A_23_P60006",0.0237,0.00207,-3.30406,-1.5417304,-1.7795928,"ANXA13","annexin A13"
"3229","A_24_P796274",0.0237,0.00208,3.303589,-1.5429184,1.309596,"",""
"3230","A_23_P44057",0.0237,0.00208,-3.303412,-1.5433641,-1.7410812,"ARHGAP1","Rho GTPase activating protein 1"
"3231","A_23_P213678",0.0237,0.00208,3.302811,-1.5448798,1.9353864,"PAM","peptidylglycine alpha-amidating monooxygenase"
"3232","A_23_P389708",0.0237,0.00208,3.302541,-1.5455621,1.7807084,"EEF1D","eukaryotic translation elongation factor 1 delta"
"3233","A_23_P144378",0.0237,0.00208,3.302524,-1.5456043,1.5277945,"ANKRD17","ankyrin repeat domain 17"
"3234","A_23_P165636",0.0237,0.00208,3.302417,-1.5458741,1.2033018,"CAPG","capping actin protein, gelsolin like"
"3235","A_23_P96158",0.0238,0.00209,3.301911,-1.5471509,1.5850972,"KRT17","keratin 17"
"3236","A_23_P27147",0.0238,0.00209,3.301439,-1.5483408,2.1357161,"ANAPC11","anaphase promoting complex subunit 11"
"3237","A_23_P108129",0.0238,0.00209,-3.301365,-1.5485281,-1.2391722,"ZNF223","zinc finger protein 223"
"3238","A_24_P273413",0.0238,0.00209,3.301264,-1.5487813,1.7291545,"EML4","echinoderm microtubule associated protein like 4"
"3239","A_24_P14584",0.0238,0.00209,3.300691,-1.5502255,1.3726195,"BACE2","beta-site APP-cleaving enzyme 2"
"3240","A_24_P398746",0.0238,0.00209,-3.300517,-1.5506657,-1.3640467,"STYX","serine/threonine/tyrosine interacting protein"
"3241","A_32_P175667",0.0238,0.00209,-3.300434,-1.5508754,-1.7312569,"",""
"3242","A_24_P233850",0.0238,0.0021,3.299797,-1.5524795,1.1063912,"SDHC","succinate dehydrogenase complex subunit C"
"3243","A_24_P76528",0.0238,0.0021,-3.29965,-1.5528503,-1.3756642,"",""
"3244","A_24_P380536",0.0239,0.0021,3.299224,-1.5539245,1.2275934,"CD164","CD164 molecule"
"3245","A_32_P129340",0.0239,0.0021,-3.298857,-1.5548493,-1.8331936,"",""
"3246","A_23_P164451",0.0239,0.0021,3.298619,-1.55545,1.2139166,"TBX2","T-box 2"
"3247","A_23_P165840",0.0239,0.0021,3.298502,-1.5557454,1.4885016,"ODC1","ornithine decarboxylase 1"
"3248","A_32_P17253",0.0239,0.00211,-3.298414,-1.5559655,-2.5571533,"MAGEA10","MAGE family member A10"
"3249","A_24_P77904",0.0239,0.00211,3.298169,-1.5565833,1.7810584,"HOXA10","homeobox A10"
"3250","A_24_P690273",0.0239,0.00211,-3.29799,-1.5570336,-1.5816014,"",""
"3251","A_32_P84388",0.0239,0.00211,3.297778,-1.5575676,1.2128806,"GMCL1","germ cell-less, spermatogenesis associated 1"
"3252","A_32_P9127",0.0239,0.00211,-3.297675,-1.5578278,-1.4709961,"",""
"3253","A_24_P648880",0.0239,0.00211,3.296946,-1.5596642,1.1161046,"MEIS3P1","Meis homeobox 3 pseudogene 1"
"3254","A_24_P136683",0.0239,0.00212,-3.296535,-1.5607008,-1.1585619,"CA5BP1","carbonic anhydrase 5B pseudogene 1"
"3255","A_23_P109235",0.0239,0.00212,3.296458,-1.5608956,1.3873111,"RALY","RALY heterogeneous nuclear ribonucleoprotein"
"3256","A_24_P794275",0.0239,0.00212,-3.296439,-1.5609438,-2.6020832,"",""
"3257","A_23_P161004",0.0239,0.00212,-3.296249,-1.5614208,-1.6234752,"NR5A2","nuclear receptor subfamily 5 group A member 2"
"3258","A_23_P24269",0.0239,0.00212,-3.29614,-1.561695,-1.0980627,"C10orf88","chromosome 10 open reading frame 88"
"3259","A_23_P309950",0.024,0.00212,-3.295949,-1.5621782,-1.7785249,"SLF2","SMC5-SMC6 complex localization factor 2"
"3260","A_23_P258281",0.0241,0.00213,3.293752,-1.5677118,1.2600184,"SLC52A2","solute carrier family 52 member 2"
"3261","A_24_P179354",0.0241,0.00214,-3.293204,-1.5690901,-1.3732592,"PPIG","peptidylprolyl isomerase G"
"3262","A_32_P202182",0.0241,0.00214,-3.29279,-1.5701341,-1.6128344,"SPDYE8P","speedy/RINGO cell cycle regulator family member E8, pseudogene"
"3263","A_32_P223292",0.0242,0.00214,-3.29206,-1.5719719,-1.1175314,"",""
"3264","A_24_P887615",0.0242,0.00214,-3.291958,-1.5722267,-1.4204189,"",""
"3265","A_23_P91702",0.0242,0.00215,3.291472,-1.5734526,1.8174888,"EIF3D","eukaryotic translation initiation factor 3 subunit D"
"3266","A_23_P132738",0.0242,0.00215,-3.291366,-1.5737177,-1.3448745,"CRYGS","crystallin gamma S"
"3267","A_23_P89621",0.0242,0.00215,-3.29125,-1.5740111,-1.4948046,"CBX4","chromobox 4"
"3268","A_23_P26457",0.0244,0.00216,3.28867,-1.5805026,2.3468552,"HBA2","hemoglobin subunit alpha 2"
"3269","A_24_P76319",0.0244,0.00216,-3.288563,-1.5807735,-1.9347811,"",""
"3270","A_24_P931503",0.0244,0.00216,-3.288372,-1.5812529,-1.6373881,"PHIP","pleckstrin homology domain interacting protein"
"3271","A_32_P148085",0.0244,0.00216,-3.288363,-1.5812756,-1.0481028,"",""
"3272","A_23_P90888",0.0244,0.00217,-3.288302,-1.5814291,-2.8719071,"CHRNA1","cholinergic receptor nicotinic alpha 1 subunit"
"3273","A_32_P94",0.0244,0.00217,-3.287943,-1.5823328,-1.8984872,"LHFPL4","lipoma HMGIC fusion partner-like 4"
"3274","A_23_P115703",0.0244,0.00217,-3.287473,-1.5835148,-1.017636,"PCGF6","polycomb group ring finger 6"
"3275","A_24_P247596",0.0244,0.00217,3.287185,-1.5842384,1.7262413,"",""
"3276","A_23_P94103",0.0244,0.00217,-3.28703,-1.5846305,-1.6237013,"SCARA5","scavenger receptor class A member 5"
"3277","A_23_P418083",0.0244,0.00217,-3.286779,-1.5852613,-1.2003248,"LCA5","LCA5, lebercilin"
"3278","A_24_P105733",0.0244,0.00217,-3.286658,-1.5855657,-2.5146506,"TNS1","tensin 1"
"3279","A_23_P692",0.0244,0.00218,-3.286194,-1.5867334,-2.5128739,"KCND3","potassium voltage-gated channel subfamily D member 3"
"3280","A_32_P198620",0.0245,0.00218,-3.285787,-1.5877551,-1.9177653,"",""
"3281","A_23_P79842",0.0245,0.00218,3.285711,-1.5879469,1.4593433,"PIGT","phosphatidylinositol glycan anchor biosynthesis class T"
"3282","A_23_P7262",0.0245,0.00218,-3.285703,-1.5879681,-1.2876724,"MARCH1","membrane associated ring-CH-type finger 1"
"3283","A_23_P41143",0.0245,0.00218,3.285686,-1.5880099,1.3678614,"APEH","acylaminoacyl-peptide hydrolase"
"3284","A_24_P85258",0.0245,0.00218,-3.285175,-1.5892961,-3.1721251,"",""
"3285","A_32_P30862",0.0245,0.00219,-3.284871,-1.5900597,-1.7788428,"GUSBP3","glucuronidase, beta pseudogene 3"
"3286","A_24_P24150",0.0245,0.00219,3.28487,-1.5900626,1.380925,"",""
"3287","A_24_P236091",0.0245,0.00219,-3.284725,-1.5904276,-1.7488103,"ENO2","enolase 2"
"3288","A_24_P49860",0.0245,0.00219,-3.284613,-1.5907079,-1.895304,"",""
"3289","A_24_P136387",0.0245,0.00219,-3.284406,-1.5912276,-1.5792093,"CEP85L","centrosomal protein 85 like"
